Source,Target,Weight,Airport Code_Source,Airport Code_Target,Airport Name_Source,Airport Name_Target,US/INT_Source,US/Int_Target
609,1405,886,GPT,SAT,Gulfport Biloxi International Airport,San Antonio International Airport,True,True
609,1406,1058,GPT,SAV,Gulfport Biloxi International Airport,Savannah Hilton Head International Airport,True,True
609,1411,514,GPT,SBN,Gulfport Biloxi International Airport,South Bend Regional Airport,True,True
609,1426,31,GPT,SDF,Gulfport Biloxi International Airport,Louisville International Standiford Field,True,True
609,1435,1920,GPT,SFB,Gulfport Biloxi International Airport,Orlando Sanford International Airport,True,True
609,1438,343,GPT,SGF,Gulfport Biloxi International Airport,Springfield Branson National Airport,True,True
609,1462,105,GPT,SJU,Gulfport Biloxi International Airport,Luis Munoz Marin International Airport,True,False
609,1504,508,GPT,SRQ,Gulfport Biloxi International Airport,Sarasota Bradenton International Airport,True,True
609,1517,732,GPT,STL,Gulfport Biloxi International Airport,St Louis Lambert International Airport,True,True
609,1611,879,GPT,TOL,Gulfport Biloxi International Airport,Toledo Express Airport,True,True
609,1613,13445,GPT,TPA,Gulfport Biloxi International Airport,Tampa International Airport,True,True
609,1617,498,GPT,TRI,Gulfport Biloxi International Airport,Tri-Cities Regional TN/VA Airport,True,True
609,1645,497,GPT,TYS,Gulfport Biloxi International Airport,McGhee Tyson Airport,True,True
609,1682,96,GPT,VCV,Gulfport Biloxi International Airport,Southern California Logistics Airport,True,True
609,1752,492,GPT,XNA,Gulfport Biloxi International Airport,Northwest Arkansas Regional Airport,True,True
609,1795,234,GPT,YNG,Gulfport Biloxi International Airport,Youngstown Warren Regional Airport,True,True
610,29,25,GRB,ABE,Austin Straubel International Airport,Lehigh Valley International Airport,True,True
610,41,117,GRB,ACY,Austin Straubel International Airport,Atlantic City International Airport,True,True
610,114,140,GRB,ATL,Austin Straubel International Airport,Hartsfield Jackson Atlanta International Airport,True,True
610,179,10,GRB,BIS,Austin Straubel International Airport,Bismarck Municipal Airport,True,True
610,206,29,GRB,BNA,Austin Straubel International Airport,Nashville International Airport,True,True
610,239,148,GRB,BUF,Austin Straubel International Airport,Buffalo Niagara International Airport,True,True
610,240,1,GRB,BUR,Austin Straubel International Airport,Bob Hope Airport,True,True
610,256,9,GRB,CAE,Austin Straubel International Airport,Columbia Metropolitan Airport,True,True
610,258,72,GRB,CAK,Austin Straubel International Airport,Akron Canton Regional Airport,True,True
610,296,59,GRB,CHS,Austin Straubel International Airport,Charleston Air Force Base-International Airport,True,True
610,311,11573,GRB,CLE,Austin Straubel International Airport,Cleveland Hopkins International Airport,True,True
610,317,251,GRB,CLT,Austin Straubel International Airport,Charlotte Douglas International Airport,True,True
610,334,223,GRB,COS,Austin Straubel International Airport,City of Colorado Springs Municipal Airport,True,True
610,356,40,GRB,CVG,Austin Straubel International Airport,Cincinnati Northern Kentucky International Airport,True,True
610,361,60,GRB,CWA,Austin Straubel International Airport,Central Wisconsin Airport,True,True
610,381,9,GRB,DAY,Austin Straubel International Airport,James M Cox Dayton International Airport,True,True
610,383,230,GRB,DCA,Austin Straubel International Airport,Ronald Reagan Washington National Airport,True,True
610,389,6200,GRB,DEN,Austin Straubel International Airport,Denver International Airport,True,True
610,391,516,GRB,DFW,Austin Straubel International Airport,Dallas Fort Worth International Airport,True,True
610,403,6,GRB,DLH,Austin Straubel International Airport,Duluth International Airport,True,True
610,432,201,GRB,DSM,Austin Straubel International Airport,Des Moines International Airport,True,True
610,435,92530,GRB,DTW,Austin Straubel International Airport,Detroit Metropolitan Wayne County Airport,True,True
610,485,1173,GRB,ENV,Austin Straubel International Airport,Wendover Airport,True,True
610,500,216,GRB,EWR,Austin Straubel International Airport,Newark Liberty International Airport,True,True
610,526,144,GRB,FLL,Austin Straubel International Airport,Fort Lauderdale Hollywood International Airport,True,True
610,534,12,GRB,FNT,Austin Straubel International Airport,Bishop International Airport,True,True
610,548,9,GRB,FSD,Austin Straubel International Airport,Joe Foss Field Airport,True,True
610,685,15,GRB,HPN,Austin Straubel International Airport,Westchester County Airport,True,True
610,691,5,GRB,HSV,Austin Straubel International Airport,Huntsville International Carl T Jones Field,True,True
610,709,181,GRB,IAD,Austin Straubel International Airport,Washington Dulles International Airport,True,True
610,711,171,GRB,IAH,Austin Straubel International Airport,George Bush Intercontinental Houston Airport,True,True
610,716,9,GRB,ICT,Austin Straubel International Airport,Wichita Eisenhower National Airport,True,True
610,719,1307,GRB,IFP,Austin Straubel International Airport,Unkown,True,Unknown
610,731,184,GRB,IND,Austin Straubel International Airport,Indianapolis International Airport,True,True
610,760,4,GRB,JAX,Austin Straubel International Airport,Jacksonville International Airport,True,True
610,766,91,GRB,JFK,Austin Straubel International Airport,John F Kennedy International Airport,True,True
610,778,149,GRB,JQF,Austin Straubel International Airport,Unkown,True,Unknown
610,872,14,GRB,LAN,Austin Straubel International Airport,Capital City Airport,True,True
610,875,148,GRB,LAS,Austin Straubel International Airport,McCarran International Airport,True,True
610,902,4,GRB,LGA,Austin Straubel International Airport,La Guardia Airport,True,True
610,926,3,GRB,LNK,Austin Straubel International Airport,Lincoln Airport,True,True
610,978,255,GRB,MCI,Austin Straubel International Airport,Kansas City International Airport,True,True
610,988,15,GRB,MDT,Austin Straubel International Airport,Harrisburg International Airport,True,True
610,994,79,GRB,MEM,Austin Straubel International Airport,Memphis International Airport,True,True
610,1022,29512,GRB,MKE,Austin Straubel International Airport,General Mitchell International Airport,True,True
610,1053,258,GRB,MQT,Austin Straubel International Airport,Sawyer International Airport,True,True
610,1066,46,GRB,MSN,Austin Straubel International Airport,Dane County Regional Truax Field,True,True
610,1068,91040,GRB,MSP,Austin Straubel International Airport,Minneapolis-St Paul International/Wold-Chamberlain Airport,True,True
610,1072,75,GRB,MSY,Austin Straubel International Airport,Louis Armstrong New Orleans International Airport,True,True
610,1101,33,GRB,MYR,Austin Straubel International Airport,Myrtle Beach International Airport,True,True
610,1176,25,GRB,OKC,Austin Straubel International Airport,Will Rogers World Airport,True,True
610,1200,109813,GRB,ORD,Austin Straubel International Airport,Chicago O'Hare International Airport,True,True
610,1252,162,GRB,PHL,Austin Straubel International Airport,Philadelphia International Airport,True,True
610,1255,299,GRB,PHX,Austin Straubel International Airport,Phoenix Sky Harbor International Airport,True,True
610,1264,184,GRB,PIT,Austin Straubel International Airport,Pittsburgh International Airport,True,True
610,1320,135,GRB,PVD,Austin Straubel International Airport,Theodore Francis Green State Airport,True,True
610,1390,2,GRB,RST,Austin Straubel International Airport,Rochester International Airport,True,True
610,1433,160,GRB,SEA,Austin Straubel International Airport,Seattle Tacoma International Airport,True,True
610,1456,192,GRB,SJC,Austin Straubel International Airport,Norman Y. Mineta San Jose International Airport,True,True
610,1473,38,GRB,SLK,Austin Straubel International Airport,Adirondack Regional Airport,True,True
610,1517,45,GRB,STL,Austin Straubel International Airport,St Louis Lambert International Airport,True,True
610,1664,575,GRB,UTM,Austin Straubel International Airport,Tunica Municipal Airport,True,True
610,1773,4,GRB,YEG,Austin Straubel International Airport,Edmonton International Airport,True,False
610,1820,42,GRB,YUL,Austin Straubel International Airport,Montreal / Pierre Elliott Trudeau International Airport,True,False
610,1823,88,GRB,YWG,Austin Straubel International Airport,Winnipeg / James Armstrong Richardson International Airport,True,False
610,1828,5,GRB,YXU,Austin Straubel International Airport,London Airport,True,False
611,133,14684,GRI,AZA,Central Nebraska Regional Airport,Phoenix-Mesa-Gateway Airport,True,True
611,206,47,GRI,BNA,Central Nebraska Regional Airport,Nashville International Airport,True,True
611,389,6410,GRI,DEN,Central Nebraska Regional Airport,Denver International Airport,True,True
611,428,30,GRI,DRO,Central Nebraska Regional Airport,Durango La Plata County Airport,True,True
611,485,595,GRI,ENV,Central Nebraska Regional Airport,Wendover Airport,True,True
611,555,7,GRI,FVG,Central Nebraska Regional Airport,Unkown,True,Unknown
611,719,126,GRI,IFP,Central Nebraska Regional Airport,Unkown,True,Unknown
611,875,15201,GRI,LAS,Central Nebraska Regional Airport,McCarran International Airport,True,True
612,114,32454,GRK,ATL,Robert Gray  Army Air Field Airport,Hartsfield Jackson Atlanta International Airport,True,True
612,157,241,GRK,BFK,Robert Gray  Army Air Field Airport,Buckley Air Force Base,True,True
612,204,7,GRK,BMI,Robert Gray  Army Air Field Airport,Central Illinois Regional Airport at Bloomington-Normal,True,True
612,239,124,GRK,BUF,Robert Gray  Army Air Field Airport,Buffalo Niagara International Airport,True,True
612,256,18,GRK,CAE,Robert Gray  Army Air Field Airport,Columbia Metropolitan Airport,True,True
612,258,15,GRK,CAK,Robert Gray  Army Air Field Airport,Akron Canton Regional Airport,True,True
612,337,239,GRK,CPR,Robert Gray  Army Air Field Airport,Casper-Natrona County International Airport,True,True
612,356,91,GRK,CVG,Robert Gray  Army Air Field Airport,Cincinnati Northern Kentucky International Airport,True,True
612,371,86,GRK,CYS,Robert Gray  Army Air Field Airport,Cheyenne Regional Jerry Olson Field,True,True
612,391,133917,GRK,DFW,Robert Gray  Army Air Field Airport,Dallas Fort Worth International Airport,True,True
612,485,719,GRK,ENV,Robert Gray  Army Air Field Airport,Wendover Airport,True,True
612,508,112,GRK,FAY,Robert Gray  Army Air Field Airport,Fayetteville Regional Grannis Field,True,True
612,618,14,GRK,GSO,Robert Gray  Army Air Field Airport,Piedmont Triad International Airport,True,True
612,711,43436,GRK,IAH,Robert Gray  Army Air Field Airport,George Bush Intercontinental Houston Airport,True,True
612,719,377,GRK,IFP,Robert Gray  Army Air Field Airport,Unkown,True,Unknown
612,875,152,GRK,LAS,Robert Gray  Army Air Field Airport,McCarran International Airport,True,True
612,901,4,GRK,LFT,Robert Gray  Army Air Field Airport,Lafayette Regional Airport,True,True
612,940,127,GRK,LSE,Robert Gray  Army Air Field Airport,La Crosse Municipal Airport,True,True
612,988,38,GRK,MDT,Robert Gray  Army Air Field Airport,Harrisburg International Airport,True,True
612,1000,123,GRK,MFR,Robert Gray  Army Air Field Airport,Rogue Valley International Medford Airport,True,True
612,1156,123,GRK,NYL,Robert Gray  Army Air Field Airport,Unkown,True,Unknown
612,1251,86,GRK,PHF,Robert Gray  Army Air Field Airport,Newport News Williamsburg International Airport,True,True
612,1372,49,GRK,RNO,Robert Gray  Army Air Field Airport,Reno Tahoe International Airport,True,True
612,1406,17,GRK,SAV,Robert Gray  Army Air Field Airport,Savannah Hilton Head International Airport,True,True
612,1426,31,GRK,SDF,Robert Gray  Army Air Field Airport,Louisville International Standiford Field,True,True
612,1500,164,GRK,SPS,Robert Gray  Army Air Field Airport,Sheppard Air Force Base-Wichita Falls Municipal Airport,True,True
612,1644,25,GRK,TYR,Robert Gray  Army Air Field Airport,Tyler Pounds Regional Airport,True,True
612,1682,2075,GRK,VCV,Robert Gray  Army Air Field Airport,Southern California Logistics Airport,True,True
613,29,59,GRR,ABE,Gerald R. Ford International Airport,Lehigh Valley International Airport,True,True
613,33,3,GRR,ABR,Gerald R. Ford International Airport,Aberdeen Regional Airport,True,True
613,41,869,GRR,ACY,Gerald R. Ford International Airport,Atlantic City International Airport,True,True
613,49,31,GRR,ADW,Gerald R. Ford International Airport,Joint Base Andrews,True,True
613,75,9,GRR,ALB,Gerald R. Ford International Airport,Albany International Airport,True,True
613,82,147,GRR,AMA,Gerald R. Ford International Airport,Rick Husband Amarillo International Airport,True,True
613,114,83099,GRR,ATL,Gerald R. Ford International Airport,Hartsfield Jackson Atlanta International Airport,True,True
613,123,40,GRR,AUS,Gerald R. Ford International Airport,Austin Bergstrom International Airport,True,True
613,126,46,GRR,AVL,Gerald R. Ford International Airport,Asheville Regional Airport,True,True
613,133,17633,GRR,AZA,Gerald R. Ford International Airport,Phoenix-Mesa-Gateway Airport,True,True
613,134,28,GRR,AZO,Gerald R. Ford International Airport,Kalamazoo Battle Creek International Airport,True,True
613,145,126,GRR,BDL,Gerald R. Ford International Airport,Bradley International Airport,True,True
613,169,184,GRR,BHM,Gerald R. Ford International Airport,Birmingham-Shuttlesworth International Airport,True,True
613,215,274,GRR,BOS,Gerald R. Ford International Airport,General Edward Lawrence Logan International Airport,True,True
613,237,25,GRR,BTV,Gerald R. Ford International Airport,Burlington International Airport,True,True
613,239,9,GRR,BUF,Gerald R. Ford International Airport,Buffalo Niagara International Airport,True,True
613,246,43364,GRR,BWI,Gerald R. Ford International Airport,Baltimore/Washington International Thurgood Marshall Airport,True,True
613,251,22,GRR,BZN,Gerald R. Ford International Airport,Gallatin Field,True,True
613,254,4,GRR,CA2,Gerald R. Ford International Airport,Unkown,True,Unknown
613,256,21,GRR,CAE,Gerald R. Ford International Airport,Columbia Metropolitan Airport,True,True
613,258,47,GRR,CAK,Gerald R. Ford International Airport,Akron Canton Regional Airport,True,True
613,300,3,GRR,CID,Gerald R. Ford International Airport,The Eastern Iowa Airport,True,True
613,311,40820,GRR,CLE,Gerald R. Ford International Airport,Cleveland Hopkins International Airport,True,True
613,317,1395,GRR,CLT,Gerald R. Ford International Airport,Charlotte Douglas International Airport,True,True
613,334,8,GRR,COS,Gerald R. Ford International Airport,City of Colorado Springs Municipal Airport,True,True
613,356,39017,GRR,CVG,Gerald R. Ford International Airport,Cincinnati Northern Kentucky International Airport,True,True
613,371,58,GRR,CYS,Gerald R. Ford International Airport,Cheyenne Regional Jerry Olson Field,True,True
613,381,15,GRR,DAY,Gerald R. Ford International Airport,James M Cox Dayton International Airport,True,True
613,383,8449,GRR,DCA,Gerald R. Ford International Airport,Ronald Reagan Washington National Airport,True,True
613,389,49878,GRR,DEN,Gerald R. Ford International Airport,Denver International Airport,True,True
613,391,29316,GRR,DFW,Gerald R. Ford International Airport,Dallas Fort Worth International Airport,True,True
613,432,2,GRR,DSM,Gerald R. Ford International Airport,Des Moines International Airport,True,True
613,435,183439,GRR,DTW,Gerald R. Ford International Airport,Detroit Metropolitan Wayne County Airport,True,True
613,452,84,GRR,ECP,Gerald R. Ford International Airport,Northwest Florida Beaches International Airport,True,True
613,496,29,GRR,EVV,Gerald R. Ford International Airport,Evansville Regional Airport,True,True
613,500,18191,GRR,EWR,Gerald R. Ford International Airport,Newark Liberty International Airport,True,True
613,506,11,GRR,FAR,Gerald R. Ford International Airport,Hector International Airport,True,True
613,526,13352,GRR,FLL,Gerald R. Ford International Airport,Fort Lauderdale Hollywood International Airport,True,True
613,534,2,GRR,FNT,Gerald R. Ford International Airport,Bishop International Airport,True,True
613,548,88,GRR,FSD,Gerald R. Ford International Airport,Joe Foss Field Airport,True,True
613,610,38,GRR,GRB,Gerald R. Ford International Airport,Austin Straubel International Airport,True,True
613,618,35,GRR,GSO,Gerald R. Ford International Airport,Piedmont Triad International Airport,True,True
613,619,12,GRR,GSP,Gerald R. Ford International Airport,Greenville Spartanburg International Airport,True,True
613,691,4,GRR,HSV,Gerald R. Ford International Airport,Huntsville International Carl T Jones Field,True,True
613,693,8,GRR,HTS,Gerald R. Ford International Airport,Tri-State/Milton J. Ferguson Field,True,True
613,709,206,GRR,IAD,Gerald R. Ford International Airport,Washington Dulles International Airport,True,True
613,711,30758,GRR,IAH,Gerald R. Ford International Airport,George Bush Intercontinental Houston Airport,True,True
613,719,779,GRR,IFP,Gerald R. Ford International Airport,Unkown,True,Unknown
613,731,205,GRR,IND,Gerald R. Ford International Airport,Indianapolis International Airport,True,True
613,760,163,GRR,JAX,Gerald R. Ford International Airport,Jacksonville International Airport,True,True
613,766,85,GRR,JFK,Gerald R. Ford International Airport,John F Kennedy International Airport,True,True
613,875,18274,GRR,LAS,Gerald R. Ford International Airport,McCarran International Airport,True,True
613,899,39,GRR,LEX,Gerald R. Ford International Airport,Blue Grass Airport,True,True
613,902,9925,GRR,LGA,Gerald R. Ford International Airport,La Guardia Airport,True,True
613,940,4,GRR,LSE,Gerald R. Ford International Airport,La Crosse Municipal Airport,True,True
613,978,122,GRR,MCI,Gerald R. Ford International Airport,Kansas City International Airport,True,True
613,982,57343,GRR,MCO,Gerald R. Ford International Airport,Orlando International Airport,True,True
613,988,17,GRR,MDT,Gerald R. Ford International Airport,Harrisburg International Airport,True,True
613,994,33327,GRR,MEM,Gerald R. Ford International Airport,Memphis International Airport,True,True
613,998,79,GRR,MFE,Gerald R. Ford International Airport,Mc Allen Miller International Airport,True,True
613,1011,16,GRR,MHT,Gerald R. Ford International Airport,Manchester-Boston Regional Airport,True,True
613,1016,355,GRR,MIA,Gerald R. Ford International Airport,Miami International Airport,True,True
613,1022,36694,GRR,MKE,Gerald R. Ford International Airport,General Mitchell International Airport,True,True
613,1066,41,GRR,MSN,Gerald R. Ford International Airport,Dane County Regional Truax Field,True,True
613,1068,125825,GRR,MSP,Gerald R. Ford International Airport,Minneapolis-St Paul International/Wold-Chamberlain Airport,True,True
613,1072,70,GRR,MSY,Gerald R. Ford International Airport,Louis Armstrong New Orleans International Airport,True,True
613,1101,5248,GRR,MYR,Gerald R. Ford International Airport,Myrtle Beach International Airport,True,True
613,1176,48,GRR,OKC,Gerald R. Ford International Airport,Will Rogers World Airport,True,True
613,1185,272,GRR,OMA,Gerald R. Ford International Airport,Eppley Airfield,True,True
613,1200,191560,GRR,ORD,Gerald R. Ford International Airport,Chicago O'Hare International Airport,True,True
613,1201,84,GRR,ORF,Gerald R. Ford International Airport,Norfolk International Airport,True,True
613,1231,40,GRR,PBI,Gerald R. Ford International Airport,Palm Beach International Airport,True,True
613,1240,59,GRR,PDX,Gerald R. Ford International Airport,Portland International Airport,True,True
613,1244,68,GRR,PFN,Gerald R. Ford International Airport,Panama City-Bay Co International Airport,True,True
613,1246,1630,GRR,PGD,Gerald R. Ford International Airport,Charlotte County Airport,True,True
613,1252,14,GRR,PHL,Gerald R. Ford International Airport,Philadelphia International Airport,True,True
613,1258,24921,GRR,PIE,Gerald R. Ford International Airport,St Petersburg Clearwater International Airport,True,True
613,1264,47,GRR,PIT,Gerald R. Ford International Airport,Pittsburgh International Airport,True,True
613,1277,22,GRR,PNS,Gerald R. Ford International Airport,Pensacola Regional Airport,True,True
613,1320,9,GRR,PVD,Gerald R. Ford International Airport,Theodore Francis Green State Airport,True,True
613,1339,14,GRR,RAP,Gerald R. Ford International Airport,Rapid City Regional Airport,True,True
613,1353,10,GRR,RDU,Gerald R. Ford International Airport,Raleigh Durham International Airport,True,True
613,1372,121,GRR,RNO,Gerald R. Ford International Airport,Reno Tahoe International Airport,True,True
613,1374,3,GRR,ROA,Gerald R. Ford International Airport,Roanoke–Blacksburg Regional Airport,True,True
613,1376,11,GRR,ROC,Gerald R. Ford International Airport,Greater Rochester International Airport,True,True
613,1390,4,GRR,RST,Gerald R. Ford International Airport,Rochester International Airport,True,True
613,1391,4910,GRR,RSW,Gerald R. Ford International Airport,Southwest Florida International Airport,True,True
613,1405,29,GRR,SAT,Gerald R. Ford International Airport,San Antonio International Airport,True,True
613,1406,23,GRR,SAV,Gerald R. Ford International Airport,Savannah Hilton Head International Airport,True,True
613,1426,58,GRR,SDF,Gerald R. Ford International Airport,Louisville International Standiford Field,True,True
613,1435,3469,GRR,SFB,Gerald R. Ford International Airport,Orlando Sanford International Airport,True,True
613,1438,7,GRR,SGF,Gerald R. Ford International Airport,Springfield Branson National Airport,True,True
613,1485,59,GRR,SNA,Gerald R. Ford International Airport,John Wayne Airport-Orange County Airport,True,True
613,1517,260,GRR,STL,Gerald R. Ford International Airport,St Louis Lambert International Airport,True,True
613,1596,35,GRR,TLH,Gerald R. Ford International Airport,Tallahassee Regional Airport,True,True
613,1613,6316,GRR,TPA,Gerald R. Ford International Airport,Tampa International Airport,True,True
613,1628,14,GRR,TUL,Gerald R. Ford International Airport,Tulsa International Airport,True,True
613,1645,78,GRR,TYS,Gerald R. Ford International Airport,McGhee Tyson Airport,True,True
613,1664,531,GRR,UTM,Gerald R. Ford International Airport,Tunica Municipal Airport,True,True
613,1752,45,GRR,XNA,Gerald R. Ford International Airport,Northwest Arkansas Regional Airport,True,True
613,1773,54,GRR,YEG,Gerald R. Ford International Airport,Edmonton International Airport,True,False
613,1820,148,GRR,YUL,Gerald R. Ford International Airport,Montreal / Pierre Elliott Trudeau International Airport,True,False
613,1822,172,GRR,YVR,Gerald R. Ford International Airport,Vancouver International Airport,True,False
613,1826,4,GRR,YXE,Gerald R. Ford International Airport,Saskatoon John G. Diefenbaker International Airport,True,False
613,1831,98,GRR,YYC,Gerald R. Ford International Airport,Calgary International Airport,True,False
613,1837,3525,GRR,YYZ,Gerald R. Ford International Airport,Lester B. Pearson International Airport,True,False
614,164,3,GRS,BGR,Grosseto Air Base,Bangor International Airport,False,True
615,114,72204,GRU,ATL,Guarulhos - Governador André Franco Montoro International Airport,Hartsfield Jackson Atlanta International Airport,False,True
615,215,5091,GRU,BOS,Guarulhos - Governador André Franco Montoro International Airport,General Edward Lawrence Logan International Airport,False,True
615,391,89734,GRU,DFW,Guarulhos - Governador André Franco Montoro International Airport,Dallas Fort Worth International Airport,False,True
615,435,4862,GRU,DTW,Guarulhos - Governador André Franco Montoro International Airport,Detroit Metropolitan Wayne County Airport,False,True
615,500,50746,GRU,EWR,Guarulhos - Governador André Franco Montoro International Airport,Newark Liberty International Airport,False,True
615,709,56883,GRU,IAD,Guarulhos - Governador André Franco Montoro International Airport,Washington Dulles International Airport,False,True
615,711,50603,GRU,IAH,Guarulhos - Governador André Franco Montoro International Airport,George Bush Intercontinental Houston Airport,False,True
615,766,252415,GRU,JFK,Guarulhos - Governador André Franco Montoro International Airport,John F Kennedy International Airport,False,True
615,875,590,GRU,LAS,Guarulhos - Governador André Franco Montoro International Airport,McCarran International Airport,False,True
615,877,21236,GRU,LAX,Guarulhos - Governador André Franco Montoro International Airport,Los Angeles International Airport,False,True
615,982,70316,GRU,MCO,Guarulhos - Governador André Franco Montoro International Airport,Orlando International Airport,False,True
615,1016,361107,GRU,MIA,Guarulhos - Governador André Franco Montoro International Airport,Miami International Airport,False,True
615,1200,65233,GRU,ORD,Guarulhos - Governador André Franco Montoro International Airport,Chicago O'Hare International Airport,False,True
615,1437,1082,GRU,SFO,Guarulhos - Governador André Franco Montoro International Airport,San Francisco International Airport,False,True
615,1573,2,GRU,TEB,Guarulhos - Governador André Franco Montoro International Airport,Teterboro Airport,False,True
617,1302,80,GSB,PSM,Seymour Johnson Air Force Base,Portsmouth International at Pease Airport,True,True
618,29,77,GSO,ABE,Piedmont Triad International Airport,Lehigh Valley International Airport,True,True
618,41,3455,GSO,ACY,Piedmont Triad International Airport,Atlantic City International Airport,True,True
618,52,32,GSO,AEX,Piedmont Triad International Airport,Alexandria International Airport,True,True
618,60,1,GSO,AGS,Piedmont Triad International Airport,Augusta Regional At Bush Field,True,True
618,114,176932,GSO,ATL,Piedmont Triad International Airport,Hartsfield Jackson Atlanta International Airport,True,True
618,123,41,GSO,AUS,Piedmont Triad International Airport,Austin Bergstrom International Airport,True,True
618,126,167,GSO,AVL,Piedmont Triad International Airport,Asheville Regional Airport,True,True
618,145,18,GSO,BDL,Piedmont Triad International Airport,Bradley International Airport,True,True
618,149,313,GSO,BED,Piedmont Triad International Airport,Laurence G Hanscom Field,True,True
618,169,186,GSO,BHM,Piedmont Triad International Airport,Birmingham-Shuttlesworth International Airport,True,True
618,206,447,GSO,BNA,Piedmont Triad International Airport,Nashville International Airport,True,True
618,234,24,GSO,BTR,Piedmont Triad International Airport,Baton Rouge Metropolitan Airport,True,True
618,239,23,GSO,BUF,Piedmont Triad International Airport,Buffalo Niagara International Airport,True,True
618,246,188,GSO,BWI,Piedmont Triad International Airport,Baltimore/Washington International Thurgood Marshall Airport,True,True
618,254,11,GSO,CA2,Piedmont Triad International Airport,Unkown,True,Unknown
618,258,7,GSO,CAK,Piedmont Triad International Airport,Akron Canton Regional Airport,True,True
618,290,139,GSO,CHA,Piedmont Triad International Airport,Lovell Field,True,True
618,296,14,GSO,CHS,Piedmont Triad International Airport,Charleston Air Force Base-International Airport,True,True
618,311,31,GSO,CLE,Piedmont Triad International Airport,Cleveland Hopkins International Airport,True,True
618,317,179598,GSO,CLT,Piedmont Triad International Airport,Charlotte Douglas International Airport,True,True
618,356,19756,GSO,CVG,Piedmont Triad International Airport,Cincinnati Northern Kentucky International Airport,True,True
618,375,33,GSO,DAB,Piedmont Triad International Airport,Daytona Beach International Airport,True,True
618,381,40,GSO,DAY,Piedmont Triad International Airport,James M Cox Dayton International Airport,True,True
618,383,27568,GSO,DCA,Piedmont Triad International Airport,Ronald Reagan Washington National Airport,True,True
618,391,42820,GSO,DFW,Piedmont Triad International Airport,Dallas Fort Worth International Airport,True,True
618,435,39951,GSO,DTW,Piedmont Triad International Airport,Detroit Metropolitan Wayne County Airport,True,True
618,496,17,GSO,EVV,Piedmont Triad International Airport,Evansville Regional Airport,True,True
618,500,38728,GSO,EWR,Piedmont Triad International Airport,Newark Liberty International Airport,True,True
618,560,22,GSO,FWA,Piedmont Triad International Airport,Fort Wayne International Airport,True,True
618,590,36,GSO,GGG,Piedmont Triad International Airport,East Texas Regional Airport,True,True
618,609,1049,GSO,GPT,Piedmont Triad International Airport,Gulfport Biloxi International Airport,True,True
618,613,7,GSO,GRR,Piedmont Triad International Airport,Gerald R. Ford International Airport,True,True
618,619,440,GSO,GSP,Piedmont Triad International Airport,Greenville Spartanburg International Airport,True,True
618,685,40,GSO,HPN,Piedmont Triad International Airport,Westchester County Airport,True,True
618,691,55,GSO,HSV,Piedmont Triad International Airport,Huntsville International Carl T Jones Field,True,True
618,709,33635,GSO,IAD,Piedmont Triad International Airport,Washington Dulles International Airport,True,True
618,711,26845,GSO,IAH,Piedmont Triad International Airport,George Bush Intercontinental Houston Airport,True,True
618,731,148,GSO,IND,Piedmont Triad International Airport,Indianapolis International Airport,True,True
618,759,16,GSO,JAN,Piedmont Triad International Airport,Jackson-Medgar Wiley Evers International Airport,True,True
618,760,33,GSO,JAX,Piedmont Triad International Airport,Jacksonville International Airport,True,True
618,902,62964,GSO,LGA,Piedmont Triad International Airport,La Guardia Airport,True,True
618,918,86,GSO,LIT,Piedmont Triad International Airport,Bill & Hillary Clinton National Airport/Adams Field,True,True
618,940,65,GSO,LSE,Piedmont Triad International Airport,La Crosse Municipal Airport,True,True
618,978,224,GSO,MCI,Piedmont Triad International Airport,Kansas City International Airport,True,True
618,982,139,GSO,MCO,Piedmont Triad International Airport,Orlando International Airport,True,True
618,994,11059,GSO,MEM,Piedmont Triad International Airport,Memphis International Airport,True,True
618,1004,16,GSO,MGM,Piedmont Triad International Airport,Montgomery Regional (Dannelly Field) Airport,True,True
618,1016,15999,GSO,MIA,Piedmont Triad International Airport,Miami International Airport,True,True
618,1043,28,GSO,MOB,Piedmont Triad International Airport,Mobile Regional Airport,True,True
618,1066,56,GSO,MSN,Piedmont Triad International Airport,Dane County Regional Truax Field,True,True
618,1068,4,GSO,MSP,Piedmont Triad International Airport,Minneapolis-St Paul International/Wold-Chamberlain Airport,True,True
618,1072,2,GSO,MSY,Piedmont Triad International Airport,Louis Armstrong New Orleans International Airport,True,True
618,1101,53,GSO,MYR,Piedmont Triad International Airport,Myrtle Beach International Airport,True,True
618,1176,206,GSO,OKC,Piedmont Triad International Airport,Will Rogers World Airport,True,True
618,1200,66384,GSO,ORD,Piedmont Triad International Airport,Chicago O'Hare International Airport,True,True
618,1201,54,GSO,ORF,Piedmont Triad International Airport,Norfolk International Airport,True,True
618,1231,46,GSO,PBI,Piedmont Triad International Airport,Palm Beach International Airport,True,True
618,1244,7,GSO,PFN,Piedmont Triad International Airport,Panama City-Bay Co International Airport,True,True
618,1246,1454,GSO,PGD,Piedmont Triad International Airport,Charlotte County Airport,True,True
618,1252,72159,GSO,PHL,Piedmont Triad International Airport,Philadelphia International Airport,True,True
618,1258,11326,GSO,PIE,Piedmont Triad International Airport,St Petersburg Clearwater International Airport,True,True
